CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
MISDEMEANOR ASSAULT,02/26/2024 10:00:00 PM,24-009928,ASSAULT,11X,500 59TH ST,Oakland,CA,POINT (-122.261324666 37.845075591)
STOLEN AND RECOVERED VEHICLE,03/22/2024 05:50:00 AM,24-905318,ATTEMPT VEHICLE THEFT-AUTO,22X,3540 WILSON AV,Oakland,CA,POINT (-122.211089005 37.799822985)
,05/13/2024 09:45:00 AM,24-023874,VEHICLE THEFT - AUTO,01X,255 2ND STREET,Oakland,CA,POINT (-122.272396005 37.794069018)
,02/27/2024 05:20:00 PM,24-904229,GRAND THEFT,12Y,5890 MILES AVE,Oakland,CA,POINT (-122.247351483 37.847053931)
,04/08/2024 06:52:00 PM,24-017269,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,9648 DUNBAR DR,Oakland,CA,POINT (-122.178741983 37.741190986)
VANDALISM,03/31/2024 12:45:00 AM,24-015960,VANDALISM,25X,3512 WISCONSIN ST,Oakland,CA,POINT (-122.195198611 37.796507968)
OTHER,03/18/2024 04:40:00 AM,24-013575,TRESPASS:OCCUPY PROPERTY W/O CONSENT,12X,415 49TH ST,Oakland,CA,POINT (-122.259159974 37.83517802)
,05/07/2024 09:25:00 AM,24-022470,SC ANNOYING PHONE CALLS,27X,5285 BELVEDERE,Oakland,CA,POINT (-122.19992498 37.773852999)
DUI,03/20/2024 08:22:00 PM,24-014021,DUI ALCOHOL/DRUG,17X,1700 5TH AV,Oakland,CA,POINT (-122.250967771 37.797723757)
,05/02/2024 07:45:00 PM,24-021798,VEHICLE THEFT - AUTO,24Y,2644 35TH AVE,Oakland,CA,POINT (-122.209183966 37.788436002)
STOLEN VEHICLE,04/10/2024 04:00:00 PM,24-018144,VEHICLE THEFT - AUTO,18X,1935 21ST AV,Oakland,CA,POINT (-122.235569024 37.789148003)
BURG - AUTO,03/22/2024 06:15:00 PM,24-014544,BURGLARY-AUTO,17X,400 E 18TH ST,Oakland,CA,POINT (-122.250877467 37.799108336)
DOMESTIC VIOLENCE,04/13/2024 04:53:00 AM,24-018112,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,1245 23RD AV,Oakland,CA,POINT (-122.236480975 37.783252004)
,05/13/2024 12:00:00 PM,24-023632,ROBBERY-FIREARM,12Y,5854 COLBY ST,Oakland,CA,POINT (-122.256032015 37.846097)
,02/28/2024 04:40:00 AM,24-904737,VANDALISM,05Y,1513 WOOD ST,Oakland,CA,POINT (-122.298183014 37.814404018)
,03/28/2024 12:58:00 AM,24-015493,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,35X,15400 SKYLINE BLVD,Oakland,CA,POINT (-122.175427684 37.80819743)
,03/15/2024 01:00:00 AM,24-013096,BURGLARY-AUTO,35X,3649 OAK KNOLL BLVD,Oakland,CA,POINT (-122.148887991 37.758046993)
,04/21/2024 03:00:00 PM,24-020235,VEHICLE THEFT - AUTO,08X,3883 TURQUOISE WY,Oakland,CA,POINT (-122.26617898 37.82785802)
,03/17/2024 02:15:00 PM,24-905525,BURGLARY-AUTO,14X,500 GRAND AVE,Oakland,CA,POINT (-122.25135902 37.808888013)
,04/13/2024 05:00:00 PM,24-906781,BURGLARY-AUTO,,5655 COLLEGE AVE SUITE 315A AVE,Oakland,CA,POINT (-122.252840019 37.844614996)
,04/07/2024 08:03:00 PM,24-017126,VANDALISM,30X,6700 BLOCK OF BANCROFT AV,Oakland,CA,POINT (-122.179873696 37.768663132)
,03/20/2024 02:58:00 AM,24-014055,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27Y,1422 47TH AV,Oakland,CA,POINT (-122.210090972 37.770755006)
,05/10/2024 10:07:00 AM,24-023046,BURGLARY-AUTO,08X,3005 BROADWAY,Oakland,CA,POINT (-122.262147533 37.819025227)
,04/11/2024 02:30:00 PM,24-017848,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,14Y,3277 LAKESHORE AV,Oakland,CA,POINT (-122.244487848 37.810660567)
,05/15/2024 09:15:00 AM,24-023946,VEHICLE THEFT - AUTO,32X,1525 105TH AV,Oakland,CA,POINT (-122.165175479 37.740104678)
,04/10/2024 12:00:00 AM,24-017804,SC RAPE,08X,MACARTHUR BLVD&TELEGRAPH AV,Oakland,CA,POINT (-122.265210032 37.826340016)
,05/12/2024 12:01:00 PM,24-023385,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18Y,2130 17TH AVE,Oakland,CA,POINT (-122.238025882 37.792945481)
,03/16/2024 05:00:00 PM,24-905031,BURGLARY-AUTO,26Y,7200 SAN LEANDRO ST,Oakland,CA,POINT (-122.196902969 37.753869997)
STOLEN VEHICLE,03/02/2024 02:00:00 PM,24-011341,VEHICLE THEFT - AUTO,08X,300 W MACARTHUR BLVD,Oakland,CA,POINT (-122.258646673 37.824575705)
STOLEN AND RECOVERED VEHICLE,02/23/2024 12:12:00 PM,24-009567,VEHICLE THEFT - AUTO,26Y,900 69TH AV,Oakland,CA,POINT (-122.196195033 37.756642018)
STOLEN VEHICLE,02/29/2024 12:25:00 PM,24-010489,VEHICLE THEFT - AUTO,10X,1028 59TH ST,Oakland,CA,POINT (-122.280254039 37.842872985)
,04/25/2024 12:04:00 PM,24-020346,THEFT,20X,2445 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.234236313 37.782291623)
,05/20/2024 07:30:00 PM,24-025197,VEHICLE THEFT - AUTO,23X,1200 BLK OF 36TH AVE,Oakland,CA,POINT (-122.221781221 37.775577862)
STOLEN VEHICLE,03/10/2024 03:00:00 PM,24-012486,VEHICLE THEFT - AUTO,26Y,5901 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.199563972 37.764913993)
,04/15/2024 12:00:00 PM,24-018529,DISTURB THE PEACE,19X,311 9TH AVE,Oakland,CA,POINT (-122.269869314 37.799458548)
,05/16/2024 07:30:00 PM,24-024420,VEHICLE THEFT - AUTO,15X,825 MACARTHUR BLVD,Oakland,CA,POINT (-122.240174963 37.806566981)
STOLEN VEHICLE,03/02/2024 10:15:00 AM,24-010833,VEHICLE THEFT - AUTO,35X,96TH AV & BANCROFT AV,Oakland,CA,POINT (-122.162747971 37.749890018)
STOLEN VEHICLE,03/01/2024 12:15:00 AM,24-010616,VEHICLE THEFT - AUTO,21X,2400 INYO AV,Oakland,CA,POINT (-122.228537644 37.790255401)
,04/25/2024 01:00:00 PM,24-020389,BATTERY,29X,4000 VAN MOURIK AVE,Oakland,CA,POINT (-122.172446 37.779629011)
,05/13/2024 02:40:00 PM,24-023624,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,30X,1900 73RD AV,Oakland,CA,POINT (-122.182578581 37.762050097)
STOLEN VEHICLE,04/09/2024 10:00:00 PM,24-017621,VEHICLE THEFT - AUTO,21Y,3116 BROOKDALE AV,Oakland,CA,POINT (-122.214051002 37.791725983)
,03/18/2024 11:50:00 PM,24-906592,VANDALISM,22X,3616 LAGUNA AVE,Oakland,CA,POINT (-122.209220008 37.800259012)
,03/14/2024 09:40:00 AM,24-012974,VEHICLE THEFT - AUTO,24X,3577 BROOKDALE AVE.,Oakland,CA,POINT (-122.209297038 37.786823994)
,05/01/2024 11:38:00 AM,24-021414,VEHICLE THEFT - AUTO,34X,1830 - 94TH AVE.,Oakland,CA,POINT (-122.167290962 37.749442005)
,03/24/2024 07:25:00 AM,24-014860,VEHICLE THEFT - AUTO,02X,6T H &CASTRO ST,Oakland,CA,POINT (-122.280559979 37.801120001)
,04/25/2024 09:20:00 AM,24-020327,VEHICLE THEFT - AUTO,26X,861 50TH AVE,Oakland,CA,POINT (-122.212513496 37.766097102)
RECOVERED O/S STOLEN,05/20/2024 04:48:00 PM,24-024937,VEHICLE THEFT - AUTO,31Z,10121 SAN LEANDRO ST,Oakland,CA,POINT (-122.17775602 37.737146005)
,05/05/2024 10:20:00 PM,24-022148,CARRY CONCEALED WEAPON IN VEHICLE,35X,2407 90TH AVE,Oakland,CA,POINT (-122.16292838 37.7549476)
BURG - COMMERCIAL,03/01/2024 01:50:00 AM,24-010664,BURGLARY-FORCIBLE ENTRY,12X,484 49TH ST,Oakland,CA,POINT (-122.261944023 37.836148016)
BURG - RESIDENTIAL,04/17/2024 09:00:00 AM,24-019368,BURGLARY-NO FORCE,16Y,1422 MACARTHUR BLVD,Oakland,CA,POINT (-122.228245 37.801665998)
,03/25/2024 07:50:00 PM,24-905850,BURGLARY-AUTO,04X,1707 WEBSTER ST,Oakland,CA,POINT (-122.267344523 37.805838198)
,02/25/2024 02:00:00 AM,24-009824,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,6945 FRESNO ST,Oakland,CA,POINT (-122.181036026 37.765550012)
STOLEN VEHICLE,04/12/2024 10:40:00 PM,24-018104,VEHICLE THEFT - AUTO,07X,1542 34TH ST,Oakland,CA,POINT (-122.287111023 37.825439003)
,03/20/2024 08:30:00 AM,24-904951,BURGLARY-AUTO,19X,1211 EMBARCADERO,Oakland,CA,POINT (-122.250132999 37.787164006)
,03/22/2024 11:15:00 PM,24-906225,MAIL/ETC THEFT/ETC,03X,184 13TH ST,Oakland,CA,POINT (-122.265196034 37.801424012)
MISDEMEANOR ASSAULT,04/13/2024 08:12:00 AM,24-018116,DISTURB THE PEACE,31Z,301 CATRON DR,Oakland,CA,POINT (-122.175220997 37.726640002)
,03/27/2024 06:00:00 PM,24-015460,EXHIBIT FIREARM,03Y,27TH ST AND WOOD ST.,Oakland,CA,POINT (-122.275641981 37.817907004)
STOLEN VEHICLE,05/18/2024 07:00:00 PM,24-024787,VEHICLE THEFT - AUTO,01X,150 4TH ST,Oakland,CA,POINT (-122.268136572 37.794615805)
,05/07/2024 08:00:00 AM,24-907379,THEFT,07X,3240 PERALTA ST,Oakland,CA,POINT (-122.282501982 37.824955996)
STOLEN VEHICLE,03/07/2024 03:47:00 PM,24-011821,VEHICLE THEFT - AUTO,24Y,2355 HUMBOLDT AV,Oakland,CA,POINT (-122.214522987 37.788033)
FELONY ASSAULT,04/20/2024 01:11:00 AM,24-018096,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32Y,2048 104TH AV,Oakland,CA,POINT (-122.159716991 37.741821011)
,03/15/2024 09:11:00 AM,24-905437,BURGLARY-AUTO,,LAKESHORE AVE,Oakland,CA,POINT (-122.24796883 37.808898303)
,04/04/2024 12:33:00 PM,24-906889,ATTEMPT VEHICLE THEFT-AUTO,,1745 E 23 ST,Oakland,CA,POINT (-122.236081996 37.793574989)
,03/16/2024 01:00:00 PM,24-013401,VEHICLE THEFT - AUTO,01X,100 WASHINGTON ST.,Oakland,CA,POINT (-122.27738198 37.796032018)
DOMESTIC VIOLENCE,02/26/2024 02:30:00 AM,24-009943,DISORDERLY CONDUCT - ALCOHOL,20X,1206 FRUITVALE AV,Oakland,CA,POINT (-122.226199984 37.776430979)
,03/23/2024 03:05:00 AM,24-905837,BURGLARY-AUTO,,FRANKLIN ST,Oakland,CA,POINT (-122.272107273 37.800414211)
DOMESTIC VIOLENCE,04/10/2024 08:20:00 AM,24-017624,INFLICT CRPL INJ SP/COHAB,19X,152 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.25649915 37.798200003)
,04/23/2024 10:30:00 AM,24-907565,BURGLARY-NO FORCE,12Y,570 FOREST ST,Oakland,CA,POINT (-122.256597039 37.845086981)
,04/23/2024 09:56:00 AM,24-019957,VANDALISM,25X,4444 FAIR AVENUE,Oakland,CA,POINT (-122.185452032 37.790586002)
ROBBERY,03/03/2024 12:00:00 AM,24-010960,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,19X,1400 10TH AV,Oakland,CA,POINT (-122.249315207 37.792265134)
,05/15/2024 08:20:00 PM,24-024029,BATTERY,14Y,466 CRESCENT ST,Oakland,CA,POINT (-122.249727986 37.813351)
,04/28/2024 06:00:00 AM,24-020843,BURGLARY-FORCIBLE ENTRY,19X,1755 EMBARCADERO,Oakland,CA,POINT (-122.245391026 37.785635965)
STOLEN VEHICLE,03/25/2024 02:53:00 PM,24-015059,VEHICLE THEFT - AUTO,22Y,JOAQUIN MILLER RD & SKYLINE BLVD,Oakland,CA,POINT (-122.179350006 37.804990009)
,03/27/2024 04:08:00 PM,24-015433,VEHICLE THEFT - AUTO,22X,3900 HANLY,Oakland,CA,POINT (-122.21421403 37.807147008)
,05/10/2024 11:07:00 PM,24-023136,BATTERY,04X,20T H ST&BROADWAY,Oakland,CA,POINT (-122.268220979 37.809028997)
,02/23/2024 11:35:00 AM,24-903520,BURGLARY-NO FORCE,,3873 FOREST HILL AVE,Oakland,CA,POINT (-122.212279989 37.804673006)
,03/07/2024 01:30:00 PM,24-904870,BURGLARY-AUTO,21Y,3229 BOSTON AVE,Oakland,CA,POINT (-122.214135994 37.796946986)
ROBBERY,03/02/2024 09:45:00 AM,24-010814,ATTEMPTED ROBBERY-STRONG-ARM,23X,1723 HIGH ST,Oakland,CA,POINT (-122.212543014 37.774398996)
,05/16/2024 10:15:00 PM,24-024044,ROBBERY-FIREARM,20X,2800 BLK INTERNATIONAL BLVD,Oakland,CA,POINT (-122.229543941 37.77963029)
,03/04/2024 09:55:00 AM,24-904598,BURGLARY-AUTO,25X,3883 ALISO AVE,Oakland,CA,POINT (-122.185047494 37.797609926)
,04/10/2024 10:00:00 AM,24-018535,VEHICLE THEFT - AUTO,01X,400 BLK OF CLAY ST,Oakland,CA,POINT (-122.27746446 37.798912239)
STOLEN VEHICLE,03/11/2024 12:44:00 PM,24-012465,VEHICLE THEFT - AUTO,29X,3959 EDGEMOOR PL,Oakland,CA,POINT (-122.169289962 37.776567981)
,05/11/2024 04:00:00 PM,24-023317,BATTERY,09X,210 40TH ST,Oakland,CA,POINT (-122.254925017 37.827225019)
,04/27/2024 03:00:00 PM,24-020766,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,15X,2244 LAKESHORE AV,Oakland,CA,POINT (-122.249918004 37.806019014)
OTHER,05/08/2024 09:00:00 PM,24-022830,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,8400 EDES AV,Oakland,CA,POINT (-122.194768014 37.742048999)
,03/18/2024 06:30:00 AM,24-906577,BURGLARY-NO FORCE,31Y,698 HEGENBERGER ROAD,Oakland,CA,POINT (-122.195616012 37.749749998)
,04/30/2024 06:49:00 PM,24-021353,DISTURB THE PEACE,22X,3441 COOLIDGE AVENUE,Oakland,CA,POINT (-122.209774974 37.797744986)
,04/04/2024 01:27:00 PM,24-016642,VEHICLE THEFT - AUTO,14Y,654 CHETWOOD ST,Oakland,CA,POINT (-122.247665032 37.818940011)
,05/07/2024 10:00:00 AM,24-022480,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,07X,2579 SAN PABLO AV,Oakland,CA,POINT (-122.275723034 37.817007018)
,04/12/2024 10:20:00 AM,24-906622,BURGLARY-AUTO,04X,1740 TELEGRAPH AVE,Oakland,CA,POINT (-122.269742965 37.807437986)
,04/16/2024 07:12:00 PM,24-018826,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,32Y,9800 MACARTHUR BLVD,Oakland,CA,POINT (-122.158439002 37.749630012)
,03/28/2024 03:46:00 PM,24-015625,SC BATTERY,19X,2100 BLK FOOTHILL BLVD,Oakland,CA,POINT (-122.236671311 37.786528844)
,04/12/2024 09:30:00 AM,24-907491,GRAND THEFT,31Y,680 HEGENBERGER ROAD,Oakland,CA,POINT (-122.196086248 37.748472247)
VANDALISM,05/19/2024 03:55:00 PM,24-024745,VANDALISM,26X,4801 OAKPORT ST,Oakland,CA,POINT (-122.217042 37.762537011)
,03/16/2024 05:00:00 PM,24-013456,THEFT,06X,744 29TH ST,Oakland,CA,POINT (-122.27316999 37.819245992)
MISDEMEANOR ASSAULT,03/10/2024 12:30:00 PM,24-012334,ASSAULT,30X,2359 CHURCH ST,Oakland,CA,POINT (-122.180785994 37.767536984)
BURG - AUTO,03/04/2024 08:41:00 AM,24-011127,BURGLARY-AUTO,08X,401 26TH ST,Oakland,CA,POINT (-122.266284005 37.814895994)
,03/21/2024 04:10:00 PM,24-014322,BATTERY,04X,22N D ST&TELEGRAPH AV,Oakland,CA,POINT (-122.269169391 37.811120114)
,03/17/2024 09:50:00 AM,24-013464,ROBBERY-FIREARM,24Y,3329 39TH AVE,Oakland,CA,POINT (-122.200476007 37.788667007)
STOLEN VEHICLE,02/25/2024 08:00:00 PM,24-010184,VEHICLE THEFT - AUTO,35Y,44 SEQUOYAH VIEW CT,Oakland,CA,POINT (-122.139420967 37.760551003)
,04/03/2024 05:30:00 AM,24-016422,VANDALISM [UNDER $400],19X,37 8TH AV,Oakland,CA,POINT (-122.258864733 37.787550964)
WEAPONS,03/04/2024 02:46:00 PM,24-011202,RECEIVE/ETC KNOWN STOLEN PROPERTY,23X,4000 ALAMEDA AV,Oakland,CA,POINT (-122.223908958 37.769720008)
STOLEN VEHICLE,02/24/2024 02:00:00 AM,24-009703,VEHICLE THEFT - AUTO,19X,1500 E 12TH ST,Oakland,CA,POINT (-122.245560001 37.78823601)
,04/01/2024 05:59:00 PM,24-906933,MAKE/PASS FICTITIOUS CHECK,24X,1952 42ND AVE,Oakland,CA,POINT (-122.211780009 37.776308017)
,05/07/2024 12:27:00 AM,24-022418,SC UNEXPLAINED DEATH,31Y,560 DOUGLAS AV,Oakland,CA,POINT (-122.18141799 37.733143981)
,04/16/2024 02:48:00 AM,24-019516,BURGLARY-FORCIBLE ENTRY,23X,3750 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.220107011 37.775120008)
MISDEMEANOR ASSAULT,03/09/2024 03:00:00 AM,24-012094,BATTERY,02Y,1229 PERALTA ST,Oakland,CA,POINT (-122.294802006 37.810691003)
,04/24/2024 06:45:00 AM,24-906974,BURGLARY-AUTO,12X,5095 TELEGRAPH AVE,Oakland,CA,POINT (-122.262391033 37.837133913)
,04/13/2024 03:30:00 PM,24-907709,VANDALISM,26Y,7200 SAN LEANDRO ST,Oakland,CA,POINT (-122.196902969 37.753869997)
,03/31/2024 01:23:00 PM,24-016025,SC UNEXPLAINED DEATH,24Y,2715 HIGH ST,Oakland,CA,POINT (-122.202992003 37.783425007)
DOMESTIC VIOLENCE,03/16/2024 08:00:00 AM,24-013320,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,26Y,1066 75TH AV,Oakland,CA,POINT (-122.190114969 37.755324006)
STOLEN VEHICLE,03/01/2024 04:30:00 AM,24-010717,VEHICLE THEFT - AUTO,07X,3250 HOLLIS ST,Oakland,CA,POINT (-122.283547037 37.825473998)
OTHER,04/22/2024 02:18:00 AM,24-019729,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18X,1701 E 19TH ST,Oakland,CA,POINT (-122.23996297 37.791000464)
,04/11/2024 01:00:00 PM,24-907367,BURGLARY-NO FORCE,22Y,3015 DAKOTA ST,Oakland,CA,POINT (-122.205831959 37.795967016)
ROBBERY,03/15/2024 06:01:00 PM,24-013246,ROBBERY-FIREARM,31X,1 HEGENBERGER RD,Oakland,CA,POINT (-122.203981989 37.729032993)
,03/21/2024 03:15:00 AM,24-014238,BURGLARY-FORCIBLE ENTRY,30Y,6900 BANCROFT AV,Oakland,CA,POINT (-122.179236013 37.768342988)
NARCOTICS,03/07/2024 12:10:00 AM,24-011713,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,27Y,2532 61ST AV,Oakland,CA,POINT (-122.189461012 37.769887018)
,04/08/2024 07:30:00 PM,24-017469,VEHICLE THEFT - AUTO,24Y,3948 BROOKDALE AV,Oakland,CA,POINT (-122.206221974 37.784402419)
,03/06/2024 10:10:00 AM,24-905658,BURGLARY-AUTO,31Y,610 HEGENBERGER ROAD,Oakland,CA,POINT (-122.194940011 37.746223983)
,04/11/2024 06:00:00 PM,24-017962,VEHICLE THEFT - AUTO,17Y,825 E 23RD ST,Oakland,CA,POINT (-122.242689031 37.798940999)
,04/17/2024 12:00:00 AM,24-020741,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,90TH AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.174620015 37.749799996)
NARCOTICS,03/19/2024 08:50:00 AM,24-013906,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",27Y,1905 SEMINARY AV,Oakland,CA,POINT (-122.196698031 37.767794015)
STOLEN VEHICLE,04/23/2024 12:00:00 AM,24-019967,VEHICLE THEFT - AUTO,19X,1103 EMBARCADERO,Oakland,CA,POINT (-122.25265897 37.788101983)
,03/20/2024 11:00:00 PM,24-014497,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT:W/SPEC PRIOR,35X,9407 MACARTHUR BLVD,Oakland,CA,POINT (-122.160426664 37.752787751)
,05/03/2024 07:00:00 PM,24-021871,ATTEMPT VEHICLE THEFT-AUTO,16X,804 MANDANA BLVD,Oakland,CA,POINT (-122.232800984 37.811945019)
NARCOTICS,02/26/2024 11:49:00 PM,24-010088,VIOLATION OF PROBATION-FELONY,34X,85TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.177188984 37.753293993)
,04/12/2024 05:03:00 PM,24-018041,BATTERY,05X,900 BLOCK OF 18TH STREET,Oakland,CA,POINT (-122.280957922 37.811451781)
,04/11/2024 09:30:00 PM,24-017887,BURGLARY-FORCIBLE ENTRY,05X,900 16TH ST,Oakland,CA,POINT (-122.280936466 37.810054462)
DISORDERLY CONDUCT,03/05/2024 08:24:00 PM,24-011927,OFFENSIVE WORDS IN PUBLIC PLACE,22Y,3052 FLORIDA ST,Oakland,CA,POINT (-122.203265001 37.79737899)
,05/17/2024 12:00:00 AM,24-907740,ATTEMPT VEHICLE THEFT-AUTO,22X,2400 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.213321022 37.799968998)
,04/12/2024 01:04:00 PM,24-018003,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,29X,6018 MACARTHUR BLVD,Oakland,CA,POINT (-122.182742558 37.775854835)
,04/02/2024 04:34:00 PM,24-016350,VEHICLE THEFT - AUTO,23X,41ST AVE & E12TH STREET,Oakland,CA,POINT (-122.218042967 37.772338012)
,05/10/2024 09:25:00 PM,24-023203,DISTURB BY LOUD/UNREASONABLE NOISE,15X,1830 LAKESHORE AV,Oakland,CA,POINT (-122.253808967 37.801422001)
,03/07/2024 11:00:00 AM,24-905493,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,25Y,8263 SKYLINE CIRCLE,Oakland,CA,POINT (-122.132684012 37.772446013)
,03/26/2024 05:30:00 PM,24-015424,VANDALISM-$400+,20X,3062 9TH ST,Oakland,CA,POINT (-122.230156436 37.774218202)
,05/04/2024 10:00:00 PM,24-022503,VEHICLE THEFT - AUTO,19X,1755 EMBARCADERO,Oakland,CA,POINT (-122.245391026 37.785635965)
,04/17/2024 08:59:00 AM,24-018919,MALICIOUSLY DESTROY OTHER'S PROPERTY,12X,560 44TH ST,Oakland,CA,POINT (-122.265270968 37.832721997)
,03/08/2024 11:50:00 AM,24-906154,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,,DOUGLAS AVE,Oakland,CA,POINT (-122.181633028 37.733129421)
,05/17/2024 08:40:00 AM,24-907806,BURGLARY-AUTO,28X,3107 MONTICELLO AVE,Oakland,CA,POINT (-122.194994996 37.78182201)
DUI,03/13/2024 07:18:00 PM,24-012884,DUI ALCOHOL/DRUGS WITH DEATH/BODILY INJURY (AMENDED),29X,5521 FOOTHILL BLVD,Oakland,CA,POINT (-122.19522399 37.772223012)
,05/14/2024 02:06:00 PM,24-023807,VANDALISM-$400+,31X,289 WISTAR RD,Oakland,CA,POINT (-122.191062962 37.732055005)
MISDEMEANOR ASSAULT,04/29/2024 12:00:00 AM,24-021138,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,18Y,14TH AV & E 33RD ST,Oakland,CA,POINT (-122.227570006 37.800089991)
DUI,02/23/2024 10:30:00 PM,24-009638,DUI ALCOHOL/0.08 PERCENT,23X,3900 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21861696 37.774439984)
,03/06/2024 02:25:00 PM,24-011546,KEEP PLACE TO SELL/ETC NARCOTIC CNTL SUBSTANCE,09X,3966 PIEDMONT AV,Oakland,CA,POINT (-122.253906265 37.825193119)
PETTY THEFT,03/04/2024 06:00:00 AM,24-011152,THEFT,19X,1250 7TH AV,Oakland,CA,POINT (-122.25228103 37.793999993)
,04/08/2024 04:45:00 PM,24-017256,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,09X,1800 BLK OF PLEASANT VALLEY AVE,Oakland,CA,POINT (-122.247478502 37.83043463)
STOLEN VEHICLE,02/23/2024 09:30:00 PM,24-009704,VEHICLE THEFT - AUTO,19X,E 12TH ST & 4TH AV,Oakland,CA,POINT (-122.255609986 37.795800007)
DOMESTIC VIOLENCE,04/10/2024 11:30:00 PM,24-017744,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,24X,3550 DAVIS ST,Oakland,CA,POINT (-122.212895976 37.78534002)
,05/17/2024 03:00:00 PM,24-024532,VEHICLE THEFT - AUTO,18Y,1739 E. 23RD ST,Oakland,CA,POINT (-122.236188027 37.793626998)
,04/05/2024 08:30:00 AM,24-906385,THEFT,08X,2353 WEBSTER ST,Oakland,CA,POINT (-122.265069421 37.812926554)
,03/19/2024 10:38:00 AM,24-905199,BURGLARY-AUTO,08X,2969 BROADWAY,Oakland,CA,POINT (-122.262575793 37.818385282)
,03/06/2024 07:45:00 AM,24-904508,ATTEMPT VEHICLE THEFT-AUTO,30Y,2764 73RD AVE,Oakland,CA,POINT (-122.172085998 37.768858014)
ROBBERY,02/29/2024 02:45:00 PM,24-010568,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31X,8100 OAKPORT ST,Oakland,CA,POINT (-122.198366201 37.742143842)
,03/13/2024 02:10:00 PM,24-904932,BURGLARY-NO FORCE,29X,7300 GREENLY DRIVE,Oakland,CA,POINT (-122.165666969 37.773625011)
,04/17/2024 05:41:00 PM,24-019019,VEHICLE THEFT - AUTO,31Z,MOORPARK AV&RUSSETT ST,Oakland,CA,POINT (-122.172529987 37.733029988)
,04/25/2024 04:30:00 PM,24-907574,BURGLARY-NO FORCE,01X,40 HARRISON ST,Oakland,CA,POINT (-122.273433263 37.793368386)
,04/25/2024 03:00:00 PM,24-020376,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,27Y,1443 65TH AV,Oakland,CA,POINT (-122.193593039 37.763655995)
,04/25/2024 10:00:00 PM,24-020266,BURGLARY-AUTO,01X,317 WASHINGTON ST,Oakland,CA,POINT (-122.27704231 37.797521946)
,03/27/2024 08:30:00 PM,24-905595,ATTEMPT VEHICLE THEFT-AUTO,17Y,2423 IVY DRIVE,Oakland,CA,POINT (-122.243215638 37.801300875)
,04/07/2024 06:06:00 PM,24-017104,ALTER/CHANGE VEHICLE IDENTIFICATION NUMBER,27X,6400 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.195063979 37.763279019)
,04/26/2024 08:18:00 PM,24-020647,POSSESS/ETC BURGLARY TOOLS,35X,3000 82ND AV,Oakland,CA,POINT (-122.162253019 37.763878995)
,05/20/2024 05:03:00 PM,24-025150,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,20X,1933 FRUITVALE AV,Oakland,CA,POINT (-122.223137991 37.783631998)
